"which_localization"	"ensembl_gene_id_version"	"percentage_gene_gc_content"	"gene_biotype"	"tmhmm"
"50936"	"non-localized"	"ENSG00000270300.2"	NA	NA	NA
"50937"	"non-localized"	"ENSG00000270301.1"	NA	NA	NA
"50938"	"non-localized"	"ENSG00000270302.1"	NA	NA	NA
"50939"	"non-localized"	"ENSG00000270304.1"	NA	NA	NA
"50940"	"non-localized"	"ENSG00000270306.1"	NA	NA	NA
"50941"	"non-localized"	"ENSG00000270307.1"	NA	NA	NA
"50942"	"non-localized"	"ENSG00000270308.1"	NA	NA	NA
"50943"	"non-localized"	"ENSG00000270313.1"	NA	NA	NA
"50944"	"non-localized"	"ENSG00000270314.1"	NA	NA	NA
"50945"	"cytosol"	"ENSG00000270316.1"	42.9	"protein_coding"	""
"50946"	"non-localized"	"ENSG00000270317.1"	NA	NA	NA
"50947"	"non-localized"	"ENSG00000270318.1"	NA	NA	NA
"50948"	"non-localized"	"ENSG00000270321.1"	NA	NA	NA
"50949"	"non-localized"	"ENSG00000270322.1"	NA	NA	NA
"50950"	"non-localized"	"ENSG00000270323.1"	NA	NA	NA
"50951"	"non-localized"	"ENSG00000270324.1"	NA	NA	NA
"50952"	"non-localized"	"ENSG00000270325.1"	NA	NA	NA
"50953"	"non-localized"	"ENSG00000270326.1"	NA	NA	NA
"50954"	"non-localized"	"ENSG00000270328.1"	NA	NA	NA
"50955"	"non-localized"	"ENSG00000270330.1"	NA	NA	NA
"50956"	"nucleus"	"ENSG00000270332.1"	NA	NA	NA
"50957"	"non-localized"	"ENSG00000270333.1"	NA	NA	NA
"50958"	"non-localized"	"ENSG00000270335.1"	NA	NA	NA
"50959"	"non-localized"	"ENSG00000270336.1"	NA	NA	NA
"50960"	"non-localized"	"ENSG00000270342.1"	NA	NA	NA
"50961"	"cytosol"	"ENSG00000270343.1"	NA	NA	NA
"50962"	"cytosol"	"ENSG00000270344.2"	NA	NA	NA
"50963"	"non-localized"	"ENSG00000270347.1"	NA	NA	NA
"50964"	"non-localized"	"ENSG00000270350.1"	NA	NA	NA
"50965"	"non-localized"	"ENSG00000270352.1"	NA	NA	NA
"50966"	"non-localized"	"ENSG00000270354.1"	NA	NA	NA
"50967"	"non-localized"	"ENSG00000270356.1"	NA	NA	NA
"50968"	"non-localized"	"ENSG00000270359.1"	NA	NA	NA
"50969"	"cytosol"	"ENSG00000270361.1"	NA	NA	NA
"50970"	"nucleus"	"ENSG00000270362.1"	NA	NA	NA
"50971"	"non-localized"	"ENSG00000270367.1"	NA	NA	NA
"50972"	"non-localized"	"ENSG00000270369.1"	NA	NA	NA
"50973"	"non-localized"	"ENSG00000270371.1"	NA	NA	NA
"50974"	"non-localized"	"ENSG00000270372.1"	NA	NA	NA
"50975"	"non-localized"	"ENSG00000270377.1"	NA	NA	NA
"50976"	"non-localized"	"ENSG00000270378.1"	NA	NA	NA
"50977"	"cytosol"	"ENSG00000270379.5"	NA	NA	NA
"50978"	"non-localized"	"ENSG00000270380.1"	NA	NA	NA
"50979"	"non-localized"	"ENSG00000270381.1"	NA	NA	NA
"50980"	"non-localized"	"ENSG00000270382.1"	NA	NA	NA
"50981"	"non-localized"	"ENSG00000270384.1"	NA	NA	NA
"50982"	"non-localized"	"ENSG00000270385.1"	NA	NA	NA
"50983"	"non-localized"	"ENSG00000270387.1"	NA	NA	NA
"50984"	"non-localized"	"ENSG00000270388.1"	NA	NA	NA
"50985"	"non-localized"	"ENSG00000270390.1"	NA	NA	NA
"50986"	"cytosol"	"ENSG00000270392.2"	NA	NA	NA
"50987"	"nucleus"	"ENSG00000270393.1"	NA	NA	NA
"50988"	"non-localized"	"ENSG00000270394.4"	38.13	"protein_coding"	""
"50989"	"non-localized"	"ENSG00000270395.1"	NA	NA	NA
"50990"	"non-localized"	"ENSG00000270397.1"	NA	NA	NA
"50991"	"non-localized"	"ENSG00000270400.1"	NA	NA	NA
"50992"	"non-localized"	"ENSG00000270401.1"	NA	NA	NA
"50993"	"non-localized"	"ENSG00000270402.1"	NA	NA	NA
"50994"	"non-localized"	"ENSG00000270403.1"	NA	NA	NA
"50995"	"non-localized"	"ENSG00000270405.1"	NA	NA	NA
"50996"	"cytosol"	"ENSG00000270409.1"	NA	NA	NA
"50997"	"non-localized"	"ENSG00000270411.1"	NA	NA	NA
"50998"	"non-localized"	"ENSG00000270412.1"	NA	NA	NA
"50999"	"non-localized"	"ENSG00000270413.1"	NA	NA	NA
"51000"	"non-localized"	"ENSG00000270415.1"	NA	NA	NA
"51001"	"non-localized"	"ENSG00000270416.2"	NA	NA	NA
"51002"	"cytosol"	"ENSG00000270419.1"	NA	NA	NA
"51003"	"non-localized"	"ENSG00000270421.1"	NA	NA	NA
"51004"	"non-localized"	"ENSG00000270422.1"	NA	NA	NA
"51005"	"non-localized"	"ENSG00000270423.1"	NA	NA	NA
"51006"	"non-localized"	"ENSG00000270424.1"	NA	NA	NA
"51007"	"non-localized"	"ENSG00000270425.1"	NA	NA	NA
"51008"	"cytosol"	"ENSG00000270426.1"	NA	NA	NA
"51009"	"non-localized"	"ENSG00000270427.1"	NA	NA	NA
"51010"	"non-localized"	"ENSG00000270429.1"	NA	NA	NA
"51011"	"non-localized"	"ENSG00000270430.1"	NA	NA	NA
"51012"	"non-localized"	"ENSG00000270431.1"	NA	NA	NA
"51013"	"non-localized"	"ENSG00000270432.1"	NA	NA	NA
"51014"	"cytosol"	"ENSG00000270433.1"	NA	NA	NA
"51015"	"non-localized"	"ENSG00000270434.1"	NA	NA	NA
"51016"	"non-localized"	"ENSG00000270435.1"	NA	NA	NA
"51017"	"cytosol"	"ENSG00000270437.1"	NA	NA	NA
"51018"	"non-localized"	"ENSG00000270440.1"	NA	NA	NA
"51019"	"nucleus"	"ENSG00000270441.1"	NA	NA	NA
"51020"	"non-localized"	"ENSG00000270442.1"	NA	NA	NA
"51021"	"non-localized"	"ENSG00000270443.1"	NA	NA	NA
"51022"	"non-localized"	"ENSG00000270444.1"	NA	NA	NA
"51023"	"non-localized"	"ENSG00000270445.1"	NA	NA	NA
"51024"	"non-localized"	"ENSG00000270446.1"	NA	NA	NA
"51025"	"non-localized"	"ENSG00000270447.1"	NA	NA	NA
"51026"	"non-localized"	"ENSG00000270449.1"	NA	NA	NA
"51027"	"non-localized"	"ENSG00000270450.1"	NA	NA	NA
"51028"	"non-localized"	"ENSG00000270451.1"	42.11	"IG_D_gene"	""
"51029"	"non-localized"	"ENSG00000270453.1"	NA	NA	NA
"51030"	"non-localized"	"ENSG00000270455.1"	NA	NA	NA
"51031"	"non-localized"	"ENSG00000270456.1"	NA	NA	NA
"51032"	"nucleus"	"ENSG00000270457.1"	NA	NA	NA
"51033"	"non-localized"	"ENSG00000270458.1"	NA	NA	NA
"51034"	"cytosol"	"ENSG00000270460.1"	NA	NA	NA
"51035"	"non-localized"	"ENSG00000270462.1"	NA	NA	NA
"51036"	"non-localized"	"ENSG00000270467.1"	50.66	"IG_V_gene"	""
"51037"	"non-localized"	"ENSG00000270469.1"	NA	NA	NA
"51038"	"non-localized"	"ENSG00000270470.1"	NA	NA	NA
"51039"	"non-localized"	"ENSG00000270472.2"	54.42	"IG_V_gene"	""
"51040"	"non-localized"	"ENSG00000270475.1"	NA	NA	NA
"51041"	"non-localized"	"ENSG00000270477.1"	NA	NA	NA
"51042"	"non-localized"	"ENSG00000270479.1"	NA	NA	NA
"51043"	"non-localized"	"ENSG00000270480.1"	NA	NA	NA
"51044"	"cytosol"	"ENSG00000270482.1"	NA	NA	NA
"51045"	"non-localized"	"ENSG00000270484.1"	NA	NA	NA
"51046"	"non-localized"	"ENSG00000270487.1"	NA	NA	NA
"51047"	"non-localized"	"ENSG00000270488.1"	NA	NA	NA
"51048"	"cytosol"	"ENSG00000270490.1"	NA	NA	NA
"51049"	"non-localized"	"ENSG00000270491.1"	NA	NA	NA
"51050"	"non-localized"	"ENSG00000270492.1"	NA	NA	NA
"51051"	"non-localized"	"ENSG00000270493.1"	NA	NA	NA
"51052"	"non-localized"	"ENSG00000270494.1"	NA	NA	NA
"51053"	"non-localized"	"ENSG00000270495.1"	NA	NA	NA
"51054"	"non-localized"	"ENSG00000270496.1"	NA	NA	NA
"51055"	"non-localized"	"ENSG00000270497.1"	NA	NA	NA
"51056"	"non-localized"	"ENSG00000270499.1"	NA	NA	NA
"51057"	"non-localized"	"ENSG00000270500.1"	NA	NA	NA
"51058"	"cytosol"	"ENSG00000270503.1"	NA	NA	NA
"51059"	"non-localized"	"ENSG00000270504.1"	NA	NA	NA
"51060"	"non-localized"	"ENSG00000270505.1"	56.62	"IG_V_gene"	""
"51061"	"non-localized"	"ENSG00000270506.1"	NA	NA	NA
"51062"	"non-localized"	"ENSG00000270507.1"	NA	NA	NA
"51063"	"cytosol"	"ENSG00000270509.1"	NA	NA	NA
"51064"	"non-localized"	"ENSG00000270510.1"	NA	NA	NA
"51065"	"non-localized"	"ENSG00000270512.1"	NA	NA	NA
"51066"	"non-localized"	"ENSG00000270513.1"	NA	NA	NA
"51067"	"non-localized"	"ENSG00000270516.1"	NA	NA	NA
"51068"	"non-localized"	"ENSG00000270518.2"	NA	NA	NA
"51069"	"non-localized"	"ENSG00000270521.1"	NA	NA	NA
"51070"	"non-localized"	"ENSG00000270522.1"	NA	NA	NA
"51071"	"non-localized"	"ENSG00000270523.1"	NA	NA	NA
"51072"	"non-localized"	"ENSG00000270524.1"	NA	NA	NA
"51073"	"non-localized"	"ENSG00000270526.1"	NA	NA	NA
"51074"	"non-localized"	"ENSG00000270528.1"	NA	NA	NA
"51075"	"non-localized"	"ENSG00000270531.1"	NA	NA	NA
"51076"	"nucleus"	"ENSG00000270532.1"	NA	NA	NA
"51077"	"nucleus"	"ENSG00000270533.2"	NA	NA	NA
"51078"	"non-localized"	"ENSG00000270535.1"	NA	NA	NA
"51079"	"non-localized"	"ENSG00000270538.1"	NA	NA	NA
"51080"	"cytosol"	"ENSG00000270540.1"	NA	NA	NA
"51081"	"non-localized"	"ENSG00000270541.1"	NA	NA	NA
"51082"	"non-localized"	"ENSG00000270542.1"	NA	NA	NA
"51083"	"non-localized"	"ENSG00000270544.1"	NA	NA	NA
"51084"	"non-localized"	"ENSG00000270547.5"	NA	NA	NA
"51085"	"non-localized"	"ENSG00000270549.1"	NA	NA	NA
"51086"	"non-localized"	"ENSG00000270550.1"	51.88	"IG_V_gene"	""
"51087"	"non-localized"	"ENSG00000270552.1"	NA	NA	NA
"51088"	"non-localized"	"ENSG00000270553.1"	NA	NA	NA
"51089"	"non-localized"	"ENSG00000270554.1"	NA	NA	NA
"51090"	"non-localized"	"ENSG00000270555.1"	NA	NA	NA
"51091"	"nucleus"	"ENSG00000270557.1"	NA	NA	NA
"51092"	"cytosol"	"ENSG00000270558.1"	NA	NA	NA
"51093"	"non-localized"	"ENSG00000270560.1"	NA	NA	NA
"51094"	"cytosol"	"ENSG00000270562.1"	NA	NA	NA
"51095"	"non-localized"	"ENSG00000270569.1"	NA	NA	NA
"51096"	"non-localized"	"ENSG00000270570.1"	NA	NA	NA
"51097"	"cytosol"	"ENSG00000270571.2"	NA	NA	NA
"51098"	"cytosol"	"ENSG00000270574.1"	NA	NA	NA
"51099"	"non-localized"	"ENSG00000270575.1"	NA	NA	NA
"51100"	"non-localized"	"ENSG00000270576.1"	NA	NA	NA
"51101"	"cytosol"	"ENSG00000270577.1"	NA	NA	NA
"51102"	"cytosol"	"ENSG00000270578.1"	NA	NA	NA
"51103"	"cytosol"	"ENSG00000270580.5"	NA	NA	NA
"51104"	"cytosol"	"ENSG00000270583.1"	NA	NA	NA
"51105"	"non-localized"	"ENSG00000270584.1"	NA	NA	NA
"51106"	"non-localized"	"ENSG00000270585.1"	NA	NA	NA
"51107"	"non-localized"	"ENSG00000270587.1"	NA	NA	NA
"51108"	"non-localized"	"ENSG00000270588.1"	NA	NA	NA
"51109"	"cytosol"	"ENSG00000270589.1"	NA	NA	NA
"51110"	"non-localized"	"ENSG00000270591.1"	NA	NA	NA
"51111"	"non-localized"	"ENSG00000270593.1"	NA	NA	NA
"51112"	"non-localized"	"ENSG00000270598.1"	NA	NA	NA
"51113"	"non-localized"	"ENSG00000270601.4"	47.59	"protein_coding"	""
"51114"	"nucleus"	"ENSG00000270604.5"	NA	NA	NA
"51115"	"cytosol"	"ENSG00000270605.1"	NA	NA	NA
"51116"	"non-localized"	"ENSG00000270606.1"	NA	NA	NA
"51117"	"non-localized"	"ENSG00000270607.1"	NA	NA	NA
"51118"	"cytosol"	"ENSG00000270610.1"	NA	NA	NA
"51119"	"non-localized"	"ENSG00000270611.1"	NA	NA	NA
"51120"	"non-localized"	"ENSG00000270612.1"	NA	NA	NA
"51121"	"cytosol"	"ENSG00000270614.1"	NA	NA	NA
"51122"	"non-localized"	"ENSG00000270615.1"	NA	NA	NA
"51123"	"nucleus"	"ENSG00000270617.1"	46.53	"protein_coding"	""
"51124"	"non-localized"	"ENSG00000270618.1"	NA	NA	NA
"51125"	"non-localized"	"ENSG00000270619.1"	NA	NA	NA
"51126"	"non-localized"	"ENSG00000270620.1"	NA	NA	NA
"51127"	"non-localized"	"ENSG00000270623.1"	NA	NA	NA
"51128"	"nucleus"	"ENSG00000270624.1"	NA	NA	NA
"51129"	"non-localized"	"ENSG00000270625.1"	NA	NA	NA
"51130"	"non-localized"	"ENSG00000270627.1"	NA	NA	NA
"51131"	"nucleus"	"ENSG00000270629.5"	NA	NA	NA
"51132"	"non-localized"	"ENSG00000270631.1"	NA	NA	NA
"51133"	"non-localized"	"ENSG00000270632.1"	NA	NA	NA
"51134"	"non-localized"	"ENSG00000270634.1"	NA	NA	NA
"51135"	"cytosol"	"ENSG00000270638.1"	NA	NA	NA
"51136"	"non-localized"	"ENSG00000270639.1"	NA	NA	NA
"51137"	"non-localized"	"ENSG00000270640.1"	NA	NA	NA
"51138"	"cytosol"	"ENSG00000270641.1"	NA	NA	NA
"51139"	"non-localized"	"ENSG00000270646.1"	NA	NA	NA
"51140"	"nucleus"	"ENSG00000270647.5"	NA	NA	NA
"51141"	"non-localized"	"ENSG00000270648.1"	NA	NA	NA
"51142"	"non-localized"	"ENSG00000270652.1"	NA	NA	NA
"51143"	"non-localized"	"ENSG00000270654.1"	NA	NA	NA
"51144"	"non-localized"	"ENSG00000270655.1"	NA	NA	NA
"51145"	"non-localized"	"ENSG00000270659.1"	NA	NA	NA
"51146"	"non-localized"	"ENSG00000270661.1"	NA	NA	NA
"51147"	"non-localized"	"ENSG00000270664.1"	NA	NA	NA
"51148"	"non-localized"	"ENSG00000270665.1"	NA	NA	NA
"51149"	"non-localized"	"ENSG00000270666.1"	NA	NA	NA
"51150"	"non-localized"	"ENSG00000270669.1"	NA	NA	NA
"51151"	"non-localized"	"ENSG00000270670.1"	NA	NA	NA
"51152"	"non-localized"	"ENSG00000270672.1"	39.05	"protein_coding"	""
"51153"	"nucleus"	"ENSG00000270673.1"	NA	NA	NA
"51154"	"non-localized"	"ENSG00000270677.1"	NA	NA	NA
"51155"	"non-localized"	"ENSG00000270678.1"	NA	NA	NA
"51156"	"non-localized"	"ENSG00000270679.1"	NA	NA	NA
"51157"	"non-localized"	"ENSG00000270680.1"	NA	NA	NA
"51158"	"nucleus"	"ENSG00000270681.1"	NA	NA	NA
"51159"	"non-localized"	"ENSG00000270682.1"	NA	NA	NA
"51160"	"non-localized"	"ENSG00000270683.1"	NA	NA	NA
"51161"	"non-localized"	"ENSG00000270685.1"	NA	NA	NA
"51162"	"non-localized"	"ENSG00000270688.1"	NA	NA	NA
"51163"	"cytosol"	"ENSG00000270689.1"	NA	NA	NA
"51164"	"non-localized"	"ENSG00000270690.1"	NA	NA	NA
"51165"	"non-localized"	"ENSG00000270691.1"	NA	NA	NA
"51166"	"non-localized"	"ENSG00000270694.1"	NA	NA	NA
"51167"	"non-localized"	"ENSG00000270695.1"	NA	NA	NA
"51168"	"nucleus"	"ENSG00000270696.1"	NA	NA	NA
"51169"	"non-localized"	"ENSG00000270697.1"	NA	NA	NA
"51170"	"non-localized"	"ENSG00000270698.1"	NA	NA	NA
"51171"	"non-localized"	"ENSG00000270699.1"	NA	NA	NA
"51172"	"non-localized"	"ENSG00000270701.1"	NA	NA	NA
"51173"	"non-localized"	"ENSG00000270702.1"	NA	NA	NA
"51174"	"non-localized"	"ENSG00000270704.3"	NA	NA	NA
"51175"	"non-localized"	"ENSG00000270705.1"	NA	NA	NA
"51176"	"nucleus"	"ENSG00000270706.1"	NA	NA	NA
"51177"	"non-localized"	"ENSG00000270708.1"	NA	NA	NA
"51178"	"non-localized"	"ENSG00000270709.1"	NA	NA	NA
"51179"	"non-localized"	"ENSG00000270710.1"	NA	NA	NA
"51180"	"cytosol"	"ENSG00000270711.1"	NA	NA	NA
"51181"	"non-localized"	"ENSG00000270712.1"	NA	NA	NA
"51182"	"non-localized"	"ENSG00000270713.1"	NA	NA	NA
"51183"	"non-localized"	"ENSG00000270714.1"	NA	NA	NA
"51184"	"non-localized"	"ENSG00000270716.1"	NA	NA	NA
"51185"	"non-localized"	"ENSG00000270718.1"	NA	NA	NA
"51186"	"non-localized"	"ENSG00000270719.1"	NA	NA	NA
"51187"	"cytosol"	"ENSG00000270720.1"	NA	NA	NA
"51188"	"cytosol"	"ENSG00000270722.1"	NA	NA	NA
"51189"	"non-localized"	"ENSG00000270723.1"	NA	NA	NA
"51190"	"non-localized"	"ENSG00000270725.1"	NA	NA	NA
"51191"	"cytosol"	"ENSG00000270726.6"	NA	NA	NA
"51192"	"non-localized"	"ENSG00000270727.1"	NA	NA	NA
"51193"	"non-localized"	"ENSG00000270728.1"	NA	NA	NA
"51194"	"non-localized"	"ENSG00000270729.1"	NA	NA	NA
"51195"	"non-localized"	"ENSG00000270733.1"	NA	NA	NA
"51196"	"non-localized"	"ENSG00000270734.1"	NA	NA	NA
"51197"	"non-localized"	"ENSG00000270736.1"	NA	NA	NA
"51198"	"non-localized"	"ENSG00000270739.1"	NA	NA	NA
"51199"	"non-localized"	"ENSG00000270741.1"	NA	NA	NA
"51200"	"cytosol"	"ENSG00000270742.1"	NA	NA	NA
"51201"	"non-localized"	"ENSG00000270745.1"	NA	NA	NA
"51202"	"non-localized"	"ENSG00000270747.1"	NA	NA	NA
"51203"	"non-localized"	"ENSG00000270748.1"	NA	NA	NA
"51204"	"non-localized"	"ENSG00000270749.1"	NA	NA	NA
"51205"	"cytosol"	"ENSG00000270750.1"	NA	NA	NA
"51206"	"non-localized"	"ENSG00000270751.1"	NA	NA	NA
"51207"	"non-localized"	"ENSG00000270753.1"	NA	NA	NA
"51208"	"non-localized"	"ENSG00000270754.1"	NA	NA	NA
"51209"	"non-localized"	"ENSG00000270755.1"	NA	NA	NA
"51210"	"cytosol"	"ENSG00000270757.1"	41.28	"protein_coding"	""
"51211"	"cytosol"	"ENSG00000270759.1"	NA	NA	NA
"51212"	"non-localized"	"ENSG00000270760.1"	NA	NA	NA
"51213"	"cytosol"	"ENSG00000270761.1"	NA	NA	NA
"51214"	"non-localized"	"ENSG00000270762.1"	NA	NA	NA
"51215"	"non-localized"	"ENSG00000270763.1"	NA	NA	NA
"51216"	"non-localized"	"ENSG00000270764.1"	NA	NA	NA
"51217"	"cytosol"	"ENSG00000270765.5"	NA	NA	NA
"51218"	"non-localized"	"ENSG00000270766.1"	NA	NA	NA
"51219"	"non-localized"	"ENSG00000270767.1"	NA	NA	NA
"51220"	"non-localized"	"ENSG00000270771.1"	NA	NA	NA
"51221"	"non-localized"	"ENSG00000270772.1"	NA	NA	NA
"51222"	"cytosol"	"ENSG00000270773.1"	NA	NA	NA
"51223"	"cytosol"	"ENSG00000270775.1"	NA	NA	NA
"51224"	"non-localized"	"ENSG00000270776.1"	NA	NA	NA
"51225"	"non-localized"	"ENSG00000270777.1"	NA	NA	NA
"51226"	"non-localized"	"ENSG00000270778.1"	NA	NA	NA
"51227"	"non-localized"	"ENSG00000270779.1"	NA	NA	NA
"51228"	"non-localized"	"ENSG00000270780.1"	NA	NA	NA
"51229"	"non-localized"	"ENSG00000270781.1"	NA	NA	NA
"51230"	"non-localized"	"ENSG00000270782.1"	NA	NA	NA
"51231"	"non-localized"	"ENSG00000270788.1"	NA	NA	NA
"51232"	"non-localized"	"ENSG00000270789.1"	NA	NA	NA
"51233"	"non-localized"	"ENSG00000270790.1"	NA	NA	NA
"51234"	"non-localized"	"ENSG00000270791.1"	NA	NA	NA
"51235"	"non-localized"	"ENSG00000270792.5"	NA	NA	NA
"51236"	"non-localized"	"ENSG00000270793.1"	NA	NA	NA
"51237"	"non-localized"	"ENSG00000270794.1"	NA	NA	NA
"51238"	"non-localized"	"ENSG00000270797.1"	NA	NA	NA
"51239"	"non-localized"	"ENSG00000270798.1"	NA	NA	NA
"51240"	"non-localized"	"ENSG00000270799.1"	NA	NA	NA
"51241"	"cytosol"	"ENSG00000270802.2"	NA	NA	NA
"51242"	"cytosol"	"ENSG00000270804.1"	NA	NA	NA
"51243"	"nucleus"	"ENSG00000270806.1"	NA	NA	NA
"51244"	"cytosol"	"ENSG00000270807.1"	NA	NA	NA
"51245"	"nucleus"	"ENSG00000270808.1"	NA	NA	NA
"51246"	"non-localized"	"ENSG00000270809.1"	NA	NA	NA
"51247"	"non-localized"	"ENSG00000270811.1"	NA	NA	NA
"51248"	"non-localized"	"ENSG00000270812.1"	NA	NA	NA
"51249"	"cytosol"	"ENSG00000270813.2"	NA	NA	NA
"51250"	"non-localized"	"ENSG00000270814.1"	NA	NA	NA
"51251"	"non-localized"	"ENSG00000270815.1"	NA	NA	NA
"51252"	"nucleus"	"ENSG00000270816.5"	NA	NA	NA
"51253"	"cytosol"	"ENSG00000270818.1"	NA	NA	NA
"51254"	"nucleus"	"ENSG00000270820.5"	NA	NA	NA
"51255"	"non-localized"	"ENSG00000270822.1"	NA	NA	NA
"51256"	"cytosol"	"ENSG00000270823.1"	NA	NA	NA
"51257"	"non-localized"	"ENSG00000270824.1"	39.13	"IG_D_gene"	""
"51258"	"non-localized"	"ENSG00000270826.1"	NA	NA	NA
"51259"	"non-localized"	"ENSG00000270828.1"	NA	NA	NA
"51260"	"cytosol"	"ENSG00000270829.1"	NA	NA	NA
"51261"	"non-localized"	"ENSG00000270830.1"	NA	NA	NA
"51262"	"cytosol"	"ENSG00000270831.1"	NA	NA	NA
"51263"	"non-localized"	"ENSG00000270832.1"	NA	NA	NA
"51264"	"non-localized"	"ENSG00000270835.2"	NA	NA	NA
"51265"	"non-localized"	"ENSG00000270837.1"	NA	NA	NA
"51266"	"non-localized"	"ENSG00000270838.1"	NA	NA	NA
"51267"	"non-localized"	"ENSG00000270839.1"	NA	NA	NA
"51268"	"non-localized"	"ENSG00000270842.1"	NA	NA	NA
"51269"	"non-localized"	"ENSG00000270846.1"	NA	NA	NA
"51270"	"non-localized"	"ENSG00000270849.1"	NA	NA	NA
"51271"	"non-localized"	"ENSG00000270850.1"	NA	NA	NA
"51272"	"non-localized"	"ENSG00000270852.1"	NA	NA	NA
"51273"	"non-localized"	"ENSG00000270855.1"	NA	NA	NA
"51274"	"non-localized"	"ENSG00000270856.1"	NA	NA	NA
"51275"	"non-localized"	"ENSG00000270857.1"	NA	NA	NA
"51276"	"non-localized"	"ENSG00000270858.1"	NA	NA	NA
"51277"	"non-localized"	"ENSG00000270859.1"	NA	NA	NA
"51278"	"non-localized"	"ENSG00000270861.1"	NA	NA	NA
"51279"	"cytosol"	"ENSG00000270863.1"	NA	NA	NA
"51280"	"non-localized"	"ENSG00000270864.1"	NA	NA	NA
"51281"	"non-localized"	"ENSG00000270865.1"	NA	NA	NA
"51282"	"non-localized"	"ENSG00000270866.1"	NA	NA	NA
"51283"	"non-localized"	"ENSG00000270868.1"	NA	NA	NA
"51284"	"non-localized"	"ENSG00000270870.1"	NA	NA	NA
"51285"	"non-localized"	"ENSG00000270871.1"	NA	NA	NA
"51286"	"nucleus"	"ENSG00000270872.2"	NA	NA	NA
"51287"	"non-localized"	"ENSG00000270874.1"	NA	NA	NA
"51288"	"cytosol"	"ENSG00000270876.1"	NA	NA	NA
"51289"	"cytosol"	"ENSG00000270878.1"	NA	NA	NA
"51290"	"non-localized"	"ENSG00000270880.1"	NA	NA	NA
"51291"	"nucleus"	"ENSG00000270882.2"	46.9	"protein_coding"	""
"51292"	"cytosol"	"ENSG00000270883.1"	NA	NA	NA
"51293"	"nucleus"	"ENSG00000270885.1"	NA	NA	NA
"51294"	"non-localized"	"ENSG00000270889.1"	NA	NA	NA
"51295"	"non-localized"	"ENSG00000270890.1"	NA	NA	NA
"51296"	"non-localized"	"ENSG00000270891.1"	NA	NA	NA
"51297"	"non-localized"	"ENSG00000270892.1"	NA	NA	NA
"51298"	"non-localized"	"ENSG00000270893.1"	NA	NA	NA
"51299"	"cytosol"	"ENSG00000270894.1"	NA	NA	NA
"51300"	"non-localized"	"ENSG00000270896.1"	NA	NA	NA
"51301"	"non-localized"	"ENSG00000270897.1"	NA	NA	NA
"51302"	"cytosol"	"ENSG00000270898.5"	NA	NA	NA
"51303"	"non-localized"	"ENSG00000270900.1"	NA	NA	NA
"51304"	"non-localized"	"ENSG00000270902.1"	NA	NA	NA
"51305"	"non-localized"	"ENSG00000270903.1"	NA	NA	NA
"51306"	"cytosol"	"ENSG00000270904.1"	NA	NA	NA
"51307"	"non-localized"	"ENSG00000270906.1"	NA	NA	NA
"51308"	"non-localized"	"ENSG00000270909.1"	NA	NA	NA
"51309"	"non-localized"	"ENSG00000270911.1"	NA	NA	NA
"51310"	"non-localized"	"ENSG00000270912.1"	NA	NA	NA
"51311"	"non-localized"	"ENSG00000270914.1"	NA	NA	NA
"51312"	"non-localized"	"ENSG00000270915.1"	NA	NA	NA
"51313"	"non-localized"	"ENSG00000270916.1"	NA	NA	NA
"51314"	"cytosol"	"ENSG00000270917.1"	NA	NA	NA
"51315"	"non-localized"	"ENSG00000270919.1"	NA	NA	NA
"51316"	"non-localized"	"ENSG00000270920.1"	NA	NA	NA
"51317"	"non-localized"	"ENSG00000270921.1"	NA	NA	NA
"51318"	"cytosol"	"ENSG00000270923.1"	NA	NA	NA
"51319"	"non-localized"	"ENSG00000270924.1"	NA	NA	NA
"51320"	"non-localized"	"ENSG00000270926.1"	NA	NA	NA
"51321"	"non-localized"	"ENSG00000270927.1"	NA	NA	NA
"51322"	"non-localized"	"ENSG00000270929.1"	NA	NA	NA
"51323"	"nucleus"	"ENSG00000270930.1"	NA	NA	NA
"51324"	"cytosol"	"ENSG00000270933.1"	NA	NA	NA
"51325"	"non-localized"	"ENSG00000270934.1"	NA	NA	NA
"51326"	"nucleus"	"ENSG00000270935.1"	NA	NA	NA
"51327"	"non-localized"	"ENSG00000270936.1"	NA	NA	NA
"51328"	"non-localized"	"ENSG00000270937.1"	NA	NA	NA
"51329"	"non-localized"	"ENSG00000270938.1"	NA	NA	NA
"51330"	"non-localized"	"ENSG00000270941.1"	NA	NA	NA
"51331"	"non-localized"	"ENSG00000270945.1"	NA	NA	NA
"51332"	"cytosol"	"ENSG00000270946.5"	NA	NA	NA
"51333"	"non-localized"	"ENSG00000270947.1"	NA	NA	NA
"51334"	"cytosol"	"ENSG00000270948.1"	NA	NA	NA
"51335"	"cytosol"	"ENSG00000270951.1"	NA	NA	NA
"51336"	"non-localized"	"ENSG00000270953.1"	NA	NA	NA
"51337"	"non-localized"	"ENSG00000270954.1"	NA	NA	NA
"51338"	"non-localized"	"ENSG00000270955.1"	NA	NA	NA
"51339"	"cytosol"	"ENSG00000270956.1"	NA	NA	NA
"51340"	"non-localized"	"ENSG00000270957.1"	NA	NA	NA
"51341"	"non-localized"	"ENSG00000270959.1"	NA	NA	NA
"51342"	"non-localized"	"ENSG00000270960.1"	NA	NA	NA
